1.907118988560214845e+01,1.821539291264618754e+01,1.709475449678187431e+01,1.715758952311601249e+01,1.634232058250951880e+01,1.597117707778153850e+01,1.702005059245952268e+01,1.796796855629419909e+01
1.816909757516254942e+01,1.753642055632928276e+01,1.666305427513849935e+01,1.701456601773955768e+01,1.651077204965764977e+01,1.644802634376312511e+01,1.776800595214437450e+01,1.895748930708948876e+01
1.677402886144025729e+01,1.775580712977333775e+01,1.868747255899193860e+01,2.106657153712937358e+01,2.277201305131286801e+01,2.488879585701860719e+01,2.802571333090488181e+01,3.081592229401118033e+01
1.082790633588417251e+01,1.352253177975102894e+01,1.635547289140211902e+01,2.093900567831090243e+01,2.502708139508971286e+01,2.950145606299267342e+01,3.469199019969882158e+01,3.930856827814376686e+01
1.501798646487926625e+01,1.684842040114105188e+01,1.872576846209816992e+01,2.218289053951848899e+01,2.505851584582346447e+01,2.833134943837049491e+01,3.245220118312208513e+01,3.611318055970154717e+01
1.463978804496317387e+01,1.717366794285062426e+01,1.983820710200923543e+01,2.417604419550517747e+01,2.801227836056625975e+01,3.223244400382314723e+01,3.713849028865017488e+01,4.149034667401521403e+01
1.227474660780068305e+01,1.938539098102836178e+01,2.717185232791668881e+01,3.723866253053677156e+01,4.732398638312496786e+01,5.770672146349713927e+01,6.771870944008432502e+01,7.656281236917256194e+01
3.142963475797905915e+01,3.694245274965604864e+01,4.299724694290203786e+01,5.084532045811182854e+01,5.858991110566910265e+01,6.663554396409837466e+01,7.434805798965996360e+01,8.109814888617569295e+01
2.749224039468179015e+01,3.798707262012635510e+01,4.961310974756418091e+01,6.371368740362542837e+01,7.827252183146146081e+01,9.304019334783649242e+01,1.063491911667976098e+02,1.180283846298859061e+02
1.549182255941024877e+01,3.186579212036951958e+01,5.004363707582994891e+01,7.161035025976005386e+01,9.427430706149323214e+01,1.170489544830971482e+02,1.371695988297319104e+02,1.548764071816669059e+02
3.212328589460810235e+01,5.026979692798823152e+01,7.048539215925779899e+01,9.406155882679355784e+01,1.189934493613149726e+02,1.439770807389231493e+02,1.655803567858448275e+02,1.845237033829483551e+02
2.900099683087273306e+01,5.346725100203040171e+01,8.075580263087977073e+01,1.122410079715132980e+02,1.458005971127808778e+02,1.792922491997097723e+02,2.079419282088402667e+02,2.330841990474926888e+02
3.840745738651234831e+01,6.806671277240792506e+01,1.012040820952222475e+02,1.390454114435798942e+02,1.795905743410029061e+02,2.199521017776809231e+02,2.540542611733720832e+02,2.839468889433514960e+02
6.029391236649895802e+01,8.943504916769538227e+01,1.220592045793442395e+02,1.589940819081377583e+02,1.986441909458797568e+02,2.380891151438736415e+02,2.710035794956332325e+02,2.997676194427688188e+02
1.110245702566046759e+02,1.337607160868061555e+02,1.593630866289314554e+02,1.877148071714302375e+02,2.182080348821735640e+02,2.485484058085656613e+02,2.729799996962912587e+02,2.940972699544646503e+02
1.873783797231824622e+02,2.033460785627322878e+02,2.215982966418351339e+02,2.406084779361783887e+02,2.612278234661837359e+02,2.817166335648310564e+02,2.965425743911729910e+02,3.089268307857575451e+02
2.293288003373940853e+02,2.417897341664094881e+02,2.562411713442550081e+02,2.703829314550676486e+02,2.858658195490083926e+02,3.012262701989998277e+02,3.110080431348580987e+02,3.187991035757062264e+02
2.464940046735512169e+02,2.552366162654724917e+02,2.655738011516753545e+02,2.748792973482746334e+02,2.851529155577088659e+02,2.953522871228557278e+02,3.005559259689111400e+02,3.042601296266344661e+02
2.741582244370555372e+02,2.779881547064699703e+02,2.829049147926863839e+02,2.857612226364493040e+02,2.891090402350812951e+02,2.924390532120462467e+02,2.914534261479258248e+02,2.896150532902557870e+02
2.600287906497356403e+02,2.639820346273177734e+02,2.689934521210825551e+02,2.721719122048413624e+02,2.758101706197106751e+02,2.794486865104515232e+02,2.789972986598139073e+02,2.776833749715723911e+02
3.012404191836486120e+02,3.011230452216256595e+02,3.016994914487196411e+02,2.993160155591906459e+02,2.970568750142567751e+02,2.948182427305889632e+02,2.887226916046267888e+02,2.822916772222167197e+02
3.144993301455884875e+02,3.085351924652433127e+02,3.025999903478794977e+02,2.927756901562460712e+02,2.824445630156899369e+02,2.722296297185491767e+02,2.593225862137613262e+02,2.468591586216398071e+02
3.025030896668753257e+02,2.966028787039259100e+02,2.907023522212803073e+02,2.811007850846811493e+02,2.709607655412754070e+02,2.609530762760815605e+02,2.484547256926540513e+02,2.363971559125370732e+02
3.103405601980666120e+02,3.013255361579413147e+02,2.919583698724871965e+02,2.783835355126188915e+02,2.639365182748829284e+02,2.496716849433135224e+02,2.335227456108717661e+02,2.182292636952206522e+02
2.955830748545236588e+02,2.874275811473733597e+02,2.789782197227819438e+02,2.666500519145913586e+02,2.535008506208954770e+02,2.405383367171660325e+02,2.257519593842564234e+02,2.117126493903161588e+02
2.811619179010228322e+02,2.733922419052482837e+02,2.653308288933488370e+02,2.536552650374252096e+02,2.411562806063743949e+02,2.288573095095666190e+02,2.149024282353317972e+02,2.016497001209265818e+02
2.636149648269212662e+02,2.578997782164669275e+02,2.520867726041144579e+02,2.431795775458580522e+02,2.336288491612249061e+02,2.242631968499954098e+02,2.130652527441293671e+02,2.023018820342612969e+02
2.618590716780576031e+02,2.544136973611757355e+02,2.466562479856942787e+02,2.356148996252603354e+02,2.237247798938790595e+02,2.120562861874986424e+02,1.990028374668802940e+02,1.866172325545983881e+02
2.501786832217735821e+02,2.428489528138283617e+02,2.351851121978038464e+02,2.244271472772998663e+02,2.127957764741475160e+02,2.014006937696780710e+02,1.888039738129289447e+02,1.768651635554209065e+02
2.331770171485943877e+02,2.292443099555224535e+02,2.253351436457095360e+02,2.190112857527820438e+02,2.121505065055741284e+02,2.054839020852947158e+02,1.971069380834651383e+02,1.889396904308393061e+02
2.303778495638447907e+02,2.248458018691766824e+02,2.191356181844302000e+02,2.108530341424689709e+02,2.018399888556622273e+02,1.930566093453795133e+02,1.829976314236939174e+02,1.733645629163531225e+02
2.145724033638967683e+02,2.098683515139290989e+02,2.050374023973653834e+02,1.979747073871458269e+02,1.902256571458124199e+02,1.827129153181688253e+02,1.740113319413131592e+02,1.656320066868977108e+02
2.062496387327187790e+02,2.004391061548356845e+02,1.943424694310555765e+02,1.860008408027896110e+02,1.768181987415171648e+02,1.679056780655062937e+02,1.582205150340878674e+02,1.490102425969880358e+02
1.954380199896014858e+02,1.896417206480248296e+02,1.835277182606464521e+02,1.753327934096868432e+02,1.662633498768079789e+02,1.574794232820506181e+02,1.481148306182749366e+02,1.392284010497085944e+02
1.856446617555111516e+02,1.801227003352076679e+02,1.742859711864388146e+02,1.665495860770040224e+02,1.579384832007054627e+02,1.496217045299526944e+02,1.408353544114676765e+02,1.324950098880685800e+02
1.684280794778761958e+02,1.698407337934872885e+02,1.717226200432125438e+02,1.728292861674305811e+02,1.738049851768407166e+02,1.749636808143367546e+02,1.742982126302823360e+02,1.731554298295000649e+02
1.641283481221354066e+02,1.665151726967999366e+02,1.694755680127740902e+02,1.718469410476668031e+02,1.741857132602927152e+02,1.766945702822615090e+02,1.772229688378206163e+02,1.771452474416188068e+02
1.596276718915015636e+02,1.622222471645234805e+02,1.654016008383005669e+02,1.680854354248054108e+02,1.707459966597722030e+02,1.735790850160632601e+02,1.744631511518110756e+02,1.747153469423958825e+02
1.717279204894049940e+02,1.725055166076510886e+02,1.736858576760435540e+02,1.739621385669128699e+02,1.740449429074459147e+02,1.743184406688714034e+02,1.728606829180637305e+02,1.710093400371757753e+02
1.690309612933750998e+02,1.697368629096015695e+02,1.708285445596850423e+02,1.710476965216578265e+02,1.710563365902266639e+02,1.712609893252773361e+02,1.698003494136899292e+02,1.679570488906125831e+02
1.711362259013329492e+02,1.709934577701529008e+02,1.711405171682268929e+02,1.702774625173298091e+02,1.691128689162812861e+02,1.681579149419553119e+02,1.657034768285627990e+02,1.629793763880989843e+02
1.598643365162058103e+02,1.613613249403536258e+02,1.633113350636290306e+02,1.646252061395568944e+02,1.657899965221940874e+02,1.671485422665796818e+02,1.668174365636623122e+02,1.660017936612619849e+02
1.620846437192662393e+02,1.635287058056036358e+02,1.654262431016867367e+02,1.666477030923535096e+02,1.677211966075483929e+02,1.689862665450593227e+02,1.685342713476887582e+02,1.676037842059625689e+02
1.663722757350261645e+02,1.683607307647401115e+02,1.708815855510297297e+02,1.727299860452913265e+02,1.745071392719478638e+02,1.764589532736618480e+02,1.764854460814082415e+02,1.759582587045018442e+02
1.628059360099812238e+02,1.665242507108215193e+02,1.709727807042575591e+02,1.750184164142903285e+02,1.791807034316181557e+02,1.834888241881257613e+02,1.855205529171713010e+02,1.867679273149505832e+02
1.770149892132734806e+02,1.784008457265044569e+02,1.802791608126074721e+02,1.812500121154258181e+02,1.821147204361179206e+02,1.831505022757543486e+02,1.822133686150887399e+02,1.807984025506282251e+02
1.793523537348441153e+02,1.813461934997276614e+02,1.839130822364879805e+02,1.856133466500350551e+02,1.872851807209775927e+02,1.891127505006498950e+02,1.887791205008425095e+02,1.878848625413780553e+02
1.769771109204368997e+02,1.800508873565129591e+02,1.838207487575581922e+02,1.868945035839005584e+02,1.900566478027036794e+02,1.933567470061103961e+02,1.942791652465147081e+02,1.944970189789571293e+02
1.811294629178144930e+02,1.823235971862255269e+02,1.839997269918381448e+02,1.846826887072340355e+02,1.852507729383221147e+02,1.859877332998014765e+02,1.847234714945964811e+02,1.830051596607616773e+02
1.764111898055850816e+02,1.789902748799408130e+02,1.822039884592583121e+02,1.846683130380034186e+02,1.871621381480300101e+02,1.898044611392112699e+02,1.901981591758897991e+02,1.899540194868719425e+02
1.851230833073044266e+02,1.871775452107485762e+02,1.898301565861511335e+02,1.915370904054525454e+02,1.932413446151902576e+02,1.950917763752894416e+02,1.946621537998557017e+02,1.936609921940483332e+02
1.803256161126359700e+02,1.837600472795043345e+02,1.879444155374357024e+02,1.914274520037940590e+02,1.950513549451787014e+02,1.988012699121699143e+02,2.000263556081141871e+02,2.004968217589520236e+02
1.849903238969602910e+02,1.876740407938362409e+02,1.910314532995692502e+02,1.935237628898465516e+02,1.960855286881733548e+02,1.987812974863108195e+02,1.990482598742801486e+02,1.986592146034656707e+02
1.866272218027943381e+02,1.894645104748593951e+02,1.929990761300965119e+02,1.956631457316285605e+02,1.984197031216513949e+02,2.013048720305854147e+02,2.016947623532685725e+02,2.014072296798953516e+02
1.942034131309579550e+02,1.968708376494498111e+02,2.002383821165541349e+02,2.026004924255997537e+02,2.050601301884415761e+02,2.076407335043106173e+02,2.076299384977947113e+02,2.069609065020707419e+02
1.878890348481253056e+02,1.922169867116944886e+02,1.974260368683893034e+02,2.019318051017658320e+02,2.067060703833300011e+02,2.115778210604165395e+02,2.135734211785253649e+02,2.146907418458883967e+02
1.914337877925439102e+02,1.960143416778310268e+02,2.015174080590496146e+02,2.062955277493330186e+02,2.113827986052727681e+02,2.165574509755323902e+02,2.187312127579891410e+02,2.199910614324629421e+02
1.827295924539639316e+02,1.893835231111502537e+02,1.971834138401496830e+02,2.046479403115903324e+02,2.126324295868939771e+02,2.206761711922551683e+02,2.253782911501479589e+02,2.288921405452015847e+02
2.051637669357162395e+02,2.086877076262063326e+02,2.130489307276757813e+02,2.163471573808110975e+02,2.198773174349863950e+02,2.234957186136871883e+02,2.241188971153718796e+02,2.239635208525609471e+02
2.081568078689664389e+02,2.100752242490851529e+02,2.126463489357300887e+02,2.139090499755542965e+02,2.152282608398502362e+02,2.166629274459791930e+02,2.154339370565748197e+02,2.136406381144419129e+02
2.135917301188694637e+02,2.149156760010442611e+02,2.168373218489900296e+02,2.172947231557797068e+02,2.177577463075383548e+02,2.183400287462410176e+02,2.163032263572049203e+02,2.137793686214632487e+02
2.176894990149221201e+02,2.167166823004132823e+02,2.160769587220667063e+02,2.136246581365653014e+02,2.109264316183780181e+02,2.083866625266675214e+02,2.037054490764861612e+02,1.988437556824064529e+02
2.336183781397676853e+02,2.267525457699880747e+02,2.195575667347098374e+02,2.095749801706762412e+02,1.987186510767135417e+02,1.881135029335075615e+02,1.764945755513296035e+02,1.654791804015433172e+02
2.249496043259667033e+02,2.183266072871552979e+02,2.113770618337672431e+02,2.018003602796458154e+02,1.913497399718411600e+02,1.811580965319233485e+02,1.700510113304176230e+02,1.595189935499157627e+02
